"rank","batchName","facultyPacketPath","cardId","sourceQueueId","title","category","rotation","learnerLevel","editorialStatus","missingGateCount","readyForReviewGateCount","nextGateLabel","nextGateStatus","learningStandardIds","facultyAction"
"99","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-17-3861597c-5448-414e-911a-dd3237dc0272","ap_gi-3861597c-5448-414e-911a-dd3237dc0272","Amebic colitis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"100","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-18-be26cbed-b3e6-4693-b09c-adfba6cec5b7","ap_gi-be26cbed-b3e6-4693-b09c-adfba6cec5b7","Appendicitis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"101","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-19-f02e61e2-6e6d-44bc-a66f-320a017c2776","ap_gi-f02e61e2-6e6d-44bc-a66f-320a017c2776","Crohn's disease","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"102","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-20-5913044e-b704-4f0f-a81f-3959137b143c","ap_gi-5913044e-b704-4f0f-a81f-3959137b143c","Enterobius vermicularis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"103","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-21-bbdb2542-3a5c-41dd-ae5a-938d60b7cf05","ap_gi-bbdb2542-3a5c-41dd-ae5a-938d60b7cf05","Pneumatosis coli","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"104","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-22-783f1f8c-c70a-48d3-baf4-1804002a5432","ap_gi-783f1f8c-c70a-48d3-baf4-1804002a5432","Pseudomembranous colitis (C. difficile colitis)","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"105","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-23-a68c0f28-2d32-4388-9724-12c991a2dca7","ap_gi-a68c0f28-2d32-4388-9724-12c991a2dca7","Serrated polyps","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"106","P0 core entity card batch 1","reports/ap_p0_entity_card_batch_1_faculty_packet.md","p0-card-24-39ea9242-9a84-4420-8000-ee2428bc5450","ap_gi-39ea9242-9a84-4420-8000-ee2428bc5450","Ulcerative colitis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: Reviewer, source citation, and last-reviewed date are not yet attached."
"107","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-01-6b3da8c6-8a13-49c1-ad80-0a1207f265e0","ap_dermpath-6b3da8c6-8a13-49c1-ad80-0a1207f265e0","Vesiculobullous Reaction Pattern","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"108","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-02-10bfa6b5-aff3-472f-8366-74ec7fe1b8fe","ap_dermpath-10bfa6b5-aff3-472f-8366-74ec7fe1b8fe","Halogenoderma","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"109","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-03-98303819-7743-433f-89a9-7b36d0af9b5d","ap_dermpath-98303819-7743-433f-89a9-7b36d0af9b5d","Acantholysis","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"110","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-04-2dd20646-ef01-4abe-b3ce-7fe7a3de3a39","ap_dermpath-2dd20646-ef01-4abe-b3ce-7fe7a3de3a39","Reactions to Foreign Materials","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"111","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-05-6294819c-b557-4556-951d-774f5c4413bf","ap_dermpath-6294819c-b557-4556-951d-774f5c4413bf","Scleroderma","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"112","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-06-92580dac-b781-4a78-9229-0ac9825771a2","ap_dermpath-92580dac-b781-4a78-9229-0ac9825771a2","Calcinosis Cutis","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"113","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-07-e7d84c1f-0da6-4e64-ad15-a252c35405cc","ap_dermpath-e7d84c1f-0da6-4e64-ad15-a252c35405cc","Aluminum Chloride","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"114","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-08-76b1563e-389c-415f-b5d2-419b1bb91a63","ap_dermpath-76b1563e-389c-415f-b5d2-419b1bb91a63","Ochronosis","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"115","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-09-7ed6c7fa-bcb3-45bb-ab29-eab741a2db6e","ap_dermpath-7ed6c7fa-bcb3-45bb-ab29-eab741a2db6e","Monilethrix","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"116","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-10-9aa335d8-fae4-426c-91ac-216e95c599af","ap_dermpath-9aa335d8-fae4-426c-91ac-216e95c599af","Cat-Scratch Disease","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"117","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-11-3ac9f2fc-d1cc-4020-b08c-c21026316d79","ap_dermpath-3ac9f2fc-d1cc-4020-b08c-c21026316d79","Verruga Peruana","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"118","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-12-5681fa5e-ef60-45ff-94c9-e5a07f4ecd4a","ap_dermpath-5681fa5e-ef60-45ff-94c9-e5a07f4ecd4a","Anthrax","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"119","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-13-e1d571c3-d2ff-4177-8627-9f401674e6c6","ap_dermpath-e1d571c3-d2ff-4177-8627-9f401674e6c6","Yaws","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"120","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-14-c38ff563-d51c-43aa-911e-fabe130711ad","ap_dermpath-c38ff563-d51c-43aa-911e-fabe130711ad","Borrelioses/Lyme Disease/Erythema Migrans","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"121","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-15-7633de21-5795-43cf-839f-b9814ebc33de","ap_dermpath-7633de21-5795-43cf-839f-b9814ebc33de","Tinea Nigra","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"122","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-16-07ce46e0-13be-4487-9d78-46afae32dfcc","ap_dermpath-07ce46e0-13be-4487-9d78-46afae32dfcc","Viral Diseases","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"123","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-17-ff89da0c-abc4-4133-abb0-0009c3b489f2","ap_dermpath-ff89da0c-abc4-4133-abb0-0009c3b489f2","Monkeypox","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"124","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-18-197d6410-5c97-489f-b639-fcebbb7d4e9d","ap_dermpath-197d6410-5c97-489f-b639-fcebbb7d4e9d","Eczema Herpeticum","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"125","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-19-af5cebcf-88e2-44e4-a544-cf3011ed6ba8","ap_dermpath-af5cebcf-88e2-44e4-a544-cf3011ed6ba8","Epstein-Barr Virus / Mucocutaneous Ulcer","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"126","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-20-20907ae2-e3ee-4112-8de3-d46f85c1ca34","ap_dermpath-20907ae2-e3ee-4112-8de3-d46f85c1ca34","Retroviridae","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"127","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-21-f52003b9-78a3-4eae-bf42-afd44ef095b7","ap_dermpath-f52003b9-78a3-4eae-bf42-afd44ef095b7","Human Immunodeficiency Virus (HIV)","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"128","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-22-b2799c4b-07cd-457c-9e75-64eb7643ca63","ap_dermpath-b2799c4b-07cd-457c-9e75-64eb7643ca63","Demodicosis","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"129","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-23-248f7d5e-6d82-4470-be26-f46c98e00938","ap_dermpath-248f7d5e-6d82-4470-be26-f46c98e00938","Hair Follicle Tumor","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"130","P0 dermatopathology entity card batch","reports/ap_p0_dermpath_card_batch_faculty_packet.md","p0-dermpath-card-24-79744982-840b-491a-b2cc-c942ce9da782","ap_dermpath-79744982-840b-491a-b2cc-c942ce9da782","Tumors of Bone","Dermatopathology","Dermatopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"131","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-01-61efa0c2-4270-480b-bcc6-51a679803757","ap_endo-61efa0c2-4270-480b-bcc6-51a679803757","Infections","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"132","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-02-3892cda8-6342-438e-a9c9-294f46ec0eb5","ap_endo-3892cda8-6342-438e-a9c9-294f46ec0eb5","The Adrenal Glands","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"133","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-03-9e46dcae-ae3f-481e-bc7b-f506594e098e","ap_endo-9e46dcae-ae3f-481e-bc7b-f506594e098e","Infections","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"134","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-04-c04f5458-8c84-4836-b52e-202c1ac7800a","ap_endo-c04f5458-8c84-4836-b52e-202c1ac7800a","The Skin and Nails","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"135","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-05-4ed8007c-ca11-497e-a565-15a9d23bdada","ap_endo-4ed8007c-ca11-497e-a565-15a9d23bdada","Specimen Procurement and Preparation","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"136","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-06-f7956fb7-9de9-4e08-91e6-4b596150629f","ap_endo-f7956fb7-9de9-4e08-91e6-4b596150629f","Obesity","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"137","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-07-9bc523b6-c749-47c3-b0f8-3a09c998b606","ap_endo-9bc523b6-c749-47c3-b0f8-3a09c998b606","Rigor Mortis","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"138","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-08-fdd30645-3b54-4943-881e-ecb0582dd3a7","ap_endo-fdd30645-3b54-4943-881e-ecb0582dd3a7","Livor Mortis","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"139","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-09-6aec223f-7362-43e3-a768-6da07042deb5","ap_endo-6aec223f-7362-43e3-a768-6da07042deb5","Algor Mortis","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"140","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-10-9c66fe74-2a32-4a01-9c07-9bc52598f341","ap_endo-9c66fe74-2a32-4a01-9c07-9bc52598f341","Hemoglobinopathy Analysis","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"141","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-11-d0a81d0f-2707-4c3b-a275-b5741c404132","ap_endo-d0a81d0f-2707-4c3b-a275-b5741c404132","Cytogenetic Testing","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"142","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-12-0a57f46a-2cda-486f-b247-c4b6acc4bb93","ap_endo-0a57f46a-2cda-486f-b247-c4b6acc4bb93","Erythrocytes (RBCs)","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"143","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-13-1e565c1b-897b-4da1-85f9-a33b215c9d64","ap_endo-1e565c1b-897b-4da1-85f9-a33b215c9d64","Leucocytes (WBCs)","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"144","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-14-6522b46d-67aa-47ae-83e0-b9e1f9cdd76b","ap_endo-6522b46d-67aa-47ae-83e0-b9e1f9cdd76b","Granulocytes","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"145","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-15-49b36e90-59b5-4de1-a1bc-6c5c613a36b2","ap_endo-49b36e90-59b5-4de1-a1bc-6c5c613a36b2","Monocytes/Dendritic Cells","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"146","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-16-0ba587fe-2ffe-4e5d-a59f-487a5c2a8db1","ap_endo-0ba587fe-2ffe-4e5d-a59f-487a5c2a8db1","Eosinophils/Basophils/Mast Cells","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"147","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-17-c163d592-f8d9-48dd-9bfa-668a65b1164f","ap_endo-c163d592-f8d9-48dd-9bfa-668a65b1164f","Other Myeloid Cells","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"148","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-18-8bad8370-9260-47eb-bf67-f79a0df7f2d4","ap_endo-8bad8370-9260-47eb-bf67-f79a0df7f2d4","B-Cells","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"149","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-19-e5f1f373-656c-44f3-b686-89c13e459bf8","ap_endo-e5f1f373-656c-44f3-b686-89c13e459bf8","T-Cells","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"150","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-20-ceac4a4e-cdb4-4e27-9931-4a50b0f9bd67","ap_endo-ceac4a4e-cdb4-4e27-9931-4a50b0f9bd67","NK-Cells","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"151","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-21-eade2b0a-0d9f-4495-b226-0846ec5d5072","ap_endo-eade2b0a-0d9f-4495-b226-0846ec5d5072","Thymus","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"152","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-22-a3d6e1bf-13aa-4131-8bd3-bbb4f3be0820","ap_endo-a3d6e1bf-13aa-4131-8bd3-bbb4f3be0820","Pediatric Issues, Including Fetal Hematopoiesis","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"153","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-23-5ef4e435-873e-4dd8-adc8-48ffe5ba8b22","ap_endo-5ef4e435-873e-4dd8-adc8-48ffe5ba8b22","Other Erythrocyte Enzyme Disorders","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"154","P0 endocrine entity card batch","reports/ap_p0_endocrine_card_batch_faculty_packet.md","p0-endo-card-24-3a2e7a86-75d7-47e6-988c-ddac4208b006","ap_endo-3a2e7a86-75d7-47e6-988c-ddac4208b006","Immune","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"155","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-01-29ccdc24-a32b-4bb5-817e-380c55115fb1","ap_endo-29ccdc24-a32b-4bb5-817e-380c55115fb1","Non-Immune (e.g., Thermal Injury)","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
